,0.049315068493150684,0.12602739726027398,0.2219178082191781,0.29863013698630136,0.39452054794520547,0.4712328767123288,0.547945205479452,0.7205479452054795,0.9671232876712329,1.4684931506849315,1.9643835616438357,2.4657534246575343
1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008092614422440176
3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029794557967828084,0.056987896012939104
3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013198003038541652,0.0,0.0003199696111910281,0.1516585347854324,0.18593390885420633
4000.0,0.0,0.0,0.0,0.0017152208050016289,0.0,0.0,0.0,0.055347791115475824,0.012319746274666197,0.05573579822230179,0.4011766024489409,0.4111743913685566
4250.0,0.0,0.0,0.0,0.026397056553301546,0.0,0.0,0.0,0.1282269782810587,0.03750602956079233,0.1860073494663593,0.989926195210676,0.8132981911466899
4500.0,0.0,0.0,0.004008870721441958,0.0620335616653643,0.0005686263071145953,0.006720245539821141,0.024312331282629936,0.2182199395045482,0.1332767356436498,0.5472178121759402,1.9220737247928226,1.5456495716326943
4750.0,0.0,0.0,0.028768586330658735,0.11139723316196413,0.05550727522573642,0.06754458152885354,0.0780359847662516,0.39989640262059956,0.4036361872371995,1.2960686420238625,3.503051229229512,2.817114870507506
5000.0,0.0,0.0,0.05352830193987552,0.1792793524081561,0.14238771588653704,0.1612658077258977,0.24099158099431087,0.8445095307092595,1.0641148008239736,2.9487477572385403,6.106867051998401,5.389041901365353
5250.0,0.0,0.0,0.07828801754909229,0.3628711508412463,0.3940804372405382,0.44566366022081727,0.8458320174729999,1.9741842966913639,2.603306256146123,6.13272474834441,10.760517057164028,9.948737406967737
5500.0,0.0,0.020412545637824207,0.2512327571860553,0.8656826846376994,1.1469648667422117,1.676386409310558,2.64941878594603,4.805791036359699,6.368489857746828,12.04466991055605,19.29903892080843,18.029634488026694
5750.0,0.012042703532122133,0.2754509323900784,1.4536447357788331,3.4293573457237048,4.119864105665278,6.6259660041527475,8.366210357554854,12.28169114147102,15.735011526603358,24.195961219814908,34.46585106696011,32.791468055113356
6000.0,0.5746197428824767,4.9295673857129785,10.704008040058305,15.49597750818951,18.05040157220404,23.92295370595397,26.48542390549414,32.78740542922142,37.91597825759197,48.88187573301425,61.185160475946084,58.36601934889226
6250.0,51.52990473578766,60.040339714407615,66.4785342206805,71.11513035173019,72.57547894003008,79.3282513841684,78.75469982161125,84.46603236765965,86.14217696767055,95.56411131315926,105.57165356654684,99.32322929546326
6500.0,280.7410640815228,260.1427893999201,239.36202077099824,228.06240642504096,213.25684871327175,209.65576482480355,200.9468060117855,191.98702788783763,181.1024188148125,176.44630763517588,177.2129347460975,162.36395450801695
